treat,age,education,black ,hispanic,married,nodegree,re74,re75,re78
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.30E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.75E+03
0.00E+00,1.80E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.57E+03
0.00E+00,1.70E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.01E+03
0.00E+00,1.90E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.81E+03
0.00E+00,1.80E+01,8.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.08E+04
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.66E+03
0.00E+00,1.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.55E+03
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.31E+03
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.29E+03
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E+04
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.09E+04
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.02E+02
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.66E+03
0.00E+00,1.80E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.13E+03
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.13E+04
0.00E+00,1.90E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.19E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,8.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.02E+04
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.10E+04
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.99E+03
0.00E+00,1.90E+01,6.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.07E+03
0.00E+00,1.90E+01,1.00E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.19E+03
0.00E+00,1.70E+01,1.10E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,2.00E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.19E+03
0.00E+00,1.70E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.76E+02
0.00E+00,1.70E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.59E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.28E+04
0.00E+00,2.00E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.04E+03
0.00E+00,1.80E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.39E+03
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.47E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.14E+03
0.00E+00,1.70E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.11E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.81E+02
0.00E+00,2.10E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,5.91E+02,0.00E+00,3.34E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.56E+03,0.00E+00,9.60E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.63E+03,0.00E+00,0.00E+00
0.00E+00,2.40E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.79E+03,0.00E+00,1.65E+04
0.00E+00,2.80E+01,1.10E+01,0.00E+00,1.00E+00,1.00E+00,1.00E+00,3.47E+03,0.00E+00,6.77E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,5.28E+03,0.00E+00,0.00E+00
0.00E+00,2.10E+01,7.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.38E+04,0.00E+00,1.10E+04
0.00E+00,3.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,8.37E+01,0.00E+00
0.00E+00,3.60E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.42E+02,0.00E+00
0.00E+00,2.40E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+02,0.00E+00
0.00E+00,1.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.89E+02,1.65E+02,4.25E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.60E+02,2.40E+02,2.89E+03
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.74E+02,5.51E+03
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.47E+03,3.68E+02,4.86E+03
0.00E+00,2.70E+01,1.30E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.21E+03,4.75E+02,4.81E+03
0.00E+00,3.10E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.95E+02,0.00E+00
0.00E+00,2.20E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.06E+02,6.04E+02
0.00E+00,3.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.20E+02,1.45E+04
0.00E+00,2.60E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,6.14E+03,5.59E+02,0.00E+00
0.00E+00,1.80E+01,9.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,5.60E+02,7.30E+03
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.38E+03,5.81E+02,0.00E+00
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.92E+02,4.16E+03
0.00E+00,1.90E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.04E+02,0.00E+00
0.00E+00,1.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.06E+03,6.45E+02,5.50E+03
0.00E+00,1.70E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,6.65E+02,0.00E+00
0.00E+00,2.70E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.52E+02,0.00E+00
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.07E+03,7.66E+02,0.00E+00
0.00E+00,2.80E+01,1.20E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.03E+02,1.65E+04
0.00E+00,2.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.43E+03,8.63E+02,0.00E+00
0.00E+00,2.10E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.66E+03,1.16E+03,3.95E+04
0.00E+00,1.70E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,4.91E+03,1.17E+03,1.13E+04
0.00E+00,2.60E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,4.70E+03,1.17E+03,6.67E+03
0.00E+00,2.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.20E+03,9.38E+03
0.00E+00,1.70E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.20E+03,1.24E+03,5.09E+03
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,7.91E+03,1.32E+03,2.64E+03
0.00E+00,2.40E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.33E+03,9.50E+03
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.58E+02,1.37E+03,2.09E+04
0.00E+00,1.80E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.41E+03,0.00E+00
0.00E+00,2.40E+01,1.10E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.67E+03,1.47E+03,1.04E+04
0.00E+00,2.10E+01,9.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.99E+03,1.58E+03,1.74E+03
0.00E+00,3.00E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.71E+03,0.00E+00
0.00E+00,3.10E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.77E+04,1.73E+03,0.00E+00
0.00E+00,1.70E+01,1.00E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,1.44E+03,1.73E+03,6.35E+03
0.00E+00,1.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.41E+03,1.78E+03,7.17E+03
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.90E+03,5.57E+03
0.00E+00,2.20E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,4.38E+03,2.00E+03,4.40E+02
0.00E+00,2.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,2.29E+04,2.08E+03,1.70E+04
0.00E+00,2.20E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.17E+03,5.34E+03
0.00E+00,2.90E+01,1.30E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,7.18E+02,2.27E+03,2.73E+03
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,7.21E+02,2.45E+03,9.77E+03
0.00E+00,1.70E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.60E+03,0.00E+00
0.00E+00,1.80E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.72E+03,2.68E+03,0.00E+00
0.00E+00,1.90E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,8.42E+03,2.81E+03,1.72E+03
0.00E+00,2.00E+01,6.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.01E+03,2.85E+03,0.00E+00
0.00E+00,3.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.05E+04,2.90E+03,1.89E+04
0.00E+00,3.60E+01,1.10E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,5.44E+03,3.06E+03,1.32E+03
0.00E+00,2.50E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.52E+04,3.07E+03,2.85E+02
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.50E+03,3.29E+03,1.12E+04
0.00E+00,2.30E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,7.72E+03,3.40E+03,0.00E+00
0.00E+00,1.70E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,4.08E+03,3.80E+03,0.00E+00
0.00E+00,4.30E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,2.50E+03,4.13E+03,7.57E+03
0.00E+00,2.60E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,4.18E+03,0.00E+00
0.00E+00,2.70E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,4.49E+03,0.00E+00
0.00E+00,1.90E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,6.34E+03,4.50E+03,0.00E+00
0.00E+00,2.80E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,8.59E+03,5.39E+03,4.97E+03
0.00E+00,2.80E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.06E+04,5.55E+03,1.28E+04
0.00E+00,2.60E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.13E+03,5.56E+03,3.52E+03
0.00E+00,3.10E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.61E+03,0.00E+00
0.00E+00,2.30E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,7.62E+03,5.72E+03,1.03E+04
0.00E+00,2.00E+01,1.20E+01,1.00E+00,0.00E+00,0.00E+00,0.00E+00,7.18E+03,6.00E+03,4.78E+03
0.00E+00,2.80E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,8.29E+03,6.45E+03,1.70E+04
0.00E+00,3.90E+01,1.20E+01,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.98E+04,6.61E+03,4.99E+02
0.00E+00,2.10E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.96E+04,6.61E+03,3.08E+03
0.00E+00,2.20E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.81E+03,6.97E+03,3.71E+03
0.00E+00,2.00E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,8.01E+03,7.67E+03,7.66E+03
0.00E+00,2.10E+01,1.10E+01,0.00E+00,1.00E+00,0.00E+00,1.00E+00,2.99E+03,8.92E+03,2.09E+04
0.00E+00,2.30E+01,1.20E+01,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.72E+03,8.96E+03,7.08E+03
0.00E+00,2.90E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,9.27E+03,9.16E+03,0.00E+00
0.00E+00,2.80E+01,9.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.02E+04,9.21E+03,1.24E+03
0.00E+00,3.00E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,9.31E+03,3.98E+03
0.00E+00,2.50E+01,1.00E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.35E+04,9.32E+03,0.00E+00
0.00E+00,2.80E+01,1.10E+01,1.00E+00,0.00E+00,1.00E+00,1.00E+00,8.24E+02,1.00E+04,0.00E+00
0.00E+00,2.20E+01,1.00E+01,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.79E+04,1.06E+04,7.09E+03
0.00E+00,4.40E+01,9.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,1.23E+04,1.09E+04,1.24E+04
0.00E+00,2.10E+01,9.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,3.19E+04,1.24E+04,0.00E+00
0.00E+00,2.80E+01,1.10E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,1.75E+04,1.34E+04,0.00E+00
0.00E+00,2.90E+01,9.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,9.59E+03,1.63E+04,1.69E+04
0.00E+00,2.50E+01,9.00E+00,1.00E+00,0.00E+00,1.00E+00,1.00E+00,2.47E+04,1.69E+04,7.34E+03
0.00E+00,2.20E+01,1.00E+01,0.00E+00,0.00E+00,1.00E+00,1.00E+00,2.57E+04,2.30E+04,5.45E+03